dhb,age,sex,Maori,Pacific,Asian,MELAA,Other,European,Total Stated,Not Elsewhere Included,Total
Waitemata,39,M,297,207,582,66,87,"2,169","3,408",243,"3,651"
Waitemata,39,F,363,234,765,75,45,"2,400","3,876",189,"4,068"
Waitemata,39,Total,657,435,"1,350",144,129,"4,569","7,284",435,"7,719"
Waitemata,40,M,276,204,570,66,69,"2,319","3,504",240,"3,747"
Waitemata,40,F,309,234,828,75,45,"2,562","4,056",231,"4,287"
Waitemata,40,Total,588,438,"1,395",144,114,"4,881","7,560",474,"8,034"
Waitemata,41,M,309,222,579,75,81,"2,478","3,741",231,"3,972"
Waitemata,41,F,342,228,816,66,54,"2,721","4,227",231,"4,455"
Waitemata,41,Total,651,447,"1,392",138,138,"5,199","7,968",459,"8,427"
Waitemata,42,M,312,207,552,63,63,"2,358","3,555",261,"3,816"
Waitemata,42,F,339,237,828,78,39,"2,691","4,215",210,"4,425"
Waitemata,42,Total,654,444,"1,380",141,102,"5,049","7,770",471,"8,241"
Waitemata,43,M,261,210,564,81,69,"2,493","3,678",228,"3,906"
Waitemata,43,F,330,225,810,75,45,"2,736","4,221",231,"4,452"
Waitemata,43,Total,588,435,"1,374",153,117,"5,229","7,899",459,"8,358"
Waitemata,44,M,288,228,600,78,69,"2,427","3,696",228,"3,927"
Waitemata,44,F,288,237,858,72,48,"2,682","4,185",189,"4,374"
Waitemata,44,Total,573,468,"1,464",150,120,"5,106","7,884",417,"8,301"
Waitemata,45,M,291,198,552,57,66,"2,406","3,570",228,"3,798"
Waitemata,45,F,309,252,756,78,42,"2,607","4,041",210,"4,251"
Waitemata,45,Total,603,447,"1,305",132,111,"5,013","7,611",435,"8,049"
Waitemata,46,M,288,210,591,63,63,"2,343","3,558",210,"3,765"
Waitemata,46,F,294,201,714,63,51,"2,634","3,960",198,"4,155"
Waitemata,46,Total,579,414,"1,305",129,111,"4,977","7,518",408,"7,923"
Waitemata,47,M,273,216,570,66,81,"2,424","3,633",198,"3,831"
Waitemata,47,F,273,234,723,66,63,"2,571","3,927",186,"4,113"
Waitemata,47,Total,543,453,"1,293",135,144,"4,998","7,563",381,"7,944"
Waitemata,48,M,279,192,552,72,63,"2,325","3,483",192,"3,672"
Waitemata,48,F,252,213,684,60,54,"2,709","3,975",204,"4,182"
Waitemata,48,Total,528,408,"1,236",132,114,"5,037","7,458",396,"7,854"
Waitemata,49,M,252,186,600,57,75,"2,472","3,642",228,"3,867"
Waitemata,49,F,297,234,765,57,54,"2,625","4,026",189,"4,218"
Waitemata,49,Total,546,420,"1,365",114,129,"5,094","7,668",417,"8,085"
Waitemata,50,M,249,192,597,39,72,"2,553","3,705",234,"3,939"
Waitemata,50,F,294,225,702,48,48,"2,676","3,990",222,"4,215"
Waitemata,50,Total,546,417,"1,299",90,120,"5,229","7,698",456,"8,154"
Waitemata,51,M,246,159,507,57,66,"2,442","3,477",210,"3,690"
Waitemata,51,F,261,168,642,54,45,"2,583","3,759",207,"3,966"
Waitemata,51,Total,507,330,"1,149",114,111,"5,025","7,236",417,"7,653"
Waitemata,52,M,219,159,465,51,66,"2,388","3,354",240,"3,594"
Waitemata,52,F,282,192,579,63,45,"2,547","3,708",204,"3,912"
Waitemata,52,Total,501,348,"1,047",117,111,"4,938","7,062",444,"7,506"
Waitemata,53,M,207,147,438,42,72,"2,289","3,195",192,"3,390"
Waitemata,53,F,267,171,621,45,45,"2,397","3,549",177,"3,726"
Waitemata,53,Total,477,321,"1,062",87,117,"4,683","6,744",372,"7,116"
Waitemata,54,M,195,153,480,42,57,"2,184","3,111",186,"3,297"
Waitemata,54,F,243,174,552,42,39,"2,316","3,366",165,"3,531"
Waitemata,54,Total,438,327,"1,032",81,96,"4,500","6,477",351,"6,825"
Waitemata,55,M,189,123,456,39,60,"2,115","2,979",192,"3,171"
Waitemata,55,F,222,147,612,27,42,"2,235","3,285",180,"3,462"
Waitemata,55,Total,411,267,"1,065",66,99,"4,350","6,264",372,"6,633"
Waitemata,56,M,168,120,477,33,48,"2,067","2,910",153,"3,063"
Waitemata,56,F,222,138,579,33,42,"2,250","3,264",168,"3,432"
Waitemata,56,Total,387,258,"1,056",63,90,"4,317","6,174",318,"6,495"
Waitemata,57,M,144,123,456,36,60,"2,010","2,829",156,"2,985"
Waitemata,57,F,174,150,534,36,27,"2,037","2,955",144,"3,102"
Waitemata,57,Total,318,270,990,72,90,"4,044","5,784",300,"6,084"
Waitemata,58,M,123,129,381,30,60,"1,917","2,640",159,"2,799"
Waitemata,58,F,165,120,501,42,42,"2,031","2,901",135,"3,033"
Waitemata,58,Total,291,249,882,69,102,"3,948","5,538",294,"5,835"
Waitemata,59,M,150,120,351,27,48,"1,851","2,550",153,"2,703"
Waitemata,59,F,156,141,441,27,33,"2,073","2,874",156,"3,033"
Waitemata,59,Total,309,261,795,51,84,"3,924","5,421",312,"5,733"
Waitemata,60,M,144,114,324,30,42,"1,860","2,511",168,"2,679"
Waitemata,60,F,168,135,387,21,36,"2,034","2,781",153,"2,934"
Waitemata,60,Total,309,246,708,51,81,"3,894","5,292",318,"5,610"
Waitemata,61,M,120,99,306,21,51,"1,857","2,451",120,"2,571"
Waitemata,61,F,129,102,345,24,39,"1,974","2,616",138,"2,754"
Waitemata,61,Total,252,201,648,48,90,"3,828","5,067",258,"5,325"
Waitemata,62,M,99,108,336,21,48,"1,866","2,478",147,"2,625"
Waitemata,62,F,144,123,348,27,48,"1,992","2,679",141,"2,820"
Waitemata,62,Total,246,231,684,48,96,"3,855","5,157",288,"5,445"
Waitemata,63,M,90,78,300,15,57,"1,911","2,448",156,"2,601"
Waitemata,63,F,123,93,330,21,39,"1,971","2,580",144,"2,724"
Waitemata,63,Total,213,171,627,36,96,"3,882","5,028",303,"5,328"
Waitemata,64,M,102,102,270,24,51,"1,830","2,379",120,"2,499"
Waitemata,64,F,132,105,279,9,33,"2,001","2,559",147,"2,706"
Waitemata,64,Total,234,207,549,36,81,"3,831","4,938",264,"5,202"
Waitemata,65,M,81,75,258,24,54,"1,926","2,418",138,"2,556"
Waitemata,65,F,102,75,270,18,39,"2,046","2,550",138,"2,688"
Waitemata,65,Total,183,150,528,39,93,"3,972","4,968",276,"5,244"
Waitemata,66,M,96,72,222,15,57,"1,860","2,322",111,"2,430"
Waitemata,66,F,99,87,243,12,24,"2,094","2,556",123,"2,676"
Waitemata,66,Total,195,159,462,27,81,"3,954","4,875",231,"5,109"
Waitemata,67,M,72,72,189,15,36,"1,656","2,043",129,"2,169"
Waitemata,67,F,81,81,228,18,18,"1,773","2,199",138,"2,337"
Waitemata,67,Total,153,153,417,33,54,"3,429","4,242",267,"4,509"
Waitemata,68,M,57,54,165,15,36,"1,533","1,854",102,"1,959"
Waitemata,68,F,78,57,195,9,27,"1,692","2,058",99,"2,157"
Waitemata,68,Total,135,111,360,21,60,"3,225","3,915",201,"4,116"
Waitemata,69,M,57,45,165,21,33,"1,422","1,740",114,"1,854"
Waitemata,69,F,72,78,168,12,15,"1,524","1,866",117,"1,980"
Waitemata,69,Total,126,120,330,30,48,"2,949","3,603",228,"3,834"
Waitemata,70,M,51,45,174,12,36,"1,341","1,656",96,"1,755"
Waitemata,70,F,51,60,174,6,12,"1,440","1,740",96,"1,836"
Waitemata,70,Total,99,108,348,18,48,"2,778","3,399",195,"3,594"
Waitemata,71,M,51,45,138,3,36,"1,359","1,635",69,"1,707"
Waitemata,71,F,57,57,153,6,33,"1,572","1,881",90,"1,971"
Waitemata,71,Total,108,102,291,12,72,"2,934","3,516",162,"3,678"
Waitemata,72,M,48,45,132,6,21,"1,308","1,560",87,"1,647"
Waitemata,72,F,69,69,132,15,21,"1,410","1,716",93,"1,809"
Waitemata,72,Total,117,114,264,24,42,"2,718","3,276",183,"3,459"
Waitemata,73,M,33,33,135,3,24,"1,212","1,440",72,"1,512"
Waitemata,73,F,57,48,150,9,24,"1,287","1,575",84,"1,659"
Waitemata,73,Total,90,81,285,12,45,"2,499","3,015",159,"3,171"
Waitemata,74,M,42,30,129,9,24,"1,098","1,332",75,"1,407"
Waitemata,74,F,60,54,132,6,15,"1,191","1,464",78,"1,542"
Waitemata,74,Total,102,84,264,12,42,"2,292","2,796",153,"2,949"
Waitemata,75,M,33,36,123,9,15,"1,023","1,242",57,"1,299"
Waitemata,75,F,45,45,108,6,18,"1,179","1,401",63,"1,467"
Waitemata,75,Total,81,81,234,15,33,"2,202","2,643",120,"2,763"
Waitemata,76,M,24,27,102,3,21,849,"1,029",42,"1,074"
Waitemata,76,F,36,42,108,12,6,"1,116","1,320",63,"1,383"
Waitemata,76,Total,63,69,210,18,27,"1,965","2,349",108,"2,457"
Waitemata,77,M,24,18,84,6,15,894,"1,035",54,"1,092"
Waitemata,77,F,51,39,75,3,15,"1,002","1,185",66,"1,254"
Waitemata,77,Total,72,54,159,12,30,"1,896","2,223",120,"2,346"
Waitemata,78,M,21,27,66,9,15,837,972,51,"1,023"
Waitemata,78,F,21,33,87,9,12,960,"1,122",36,"1,158"
Waitemata,78,Total,42,57,150,15,30,"1,794","2,091",87,"2,181"
Waitemata,79,M,21,24,72,3,6,753,879,39,921
Waitemata,79,F,27,33,81,12,6,957,"1,119",51,"1,167"
Waitemata,79,Total,51,57,153,15,12,"1,710","1,998",87,"2,088"
Waitemata,80,M,12,18,51,3,12,744,846,36,879
Waitemata,80,F,30,27,60,3,6,867,990,42,"1,035"
Waitemata,80,Total,45,45,108,9,18,"1,611","1,833",78,"1,914"
Waitemata,81,M,15,15,54,6,12,726,825,27,852
Waitemata,81,F,12,24,42,3,6,849,939,54,990
Waitemata,81,Total,27,39,93,9,18,"1,575","1,764",81,"1,845"
Waitemata,82,M,18,12,45,6,9,654,744,42,783
Waitemata,82,F,27,24,45,6,3,873,981,36,"1,011"
Waitemata,82,Total,45,36,90,12,12,"1,527","1,722",72,"1,797"
Waitemata,83,M,9,9,30,3,3,585,642,33,672
Waitemata,83,F,15,21,48,3,3,801,894,51,942
Waitemata,83,Total,24,27,81,3,6,"1,386","1,533",81,"1,614"
Waitemata,84,M,9,9,36,3,6,579,642,27,669
Waitemata,84,F,18,15,30,3,3,804,873,39,912
Waitemata,84,Total,30,21,66,6,12,"1,383","1,512",69,"1,581"
Waitemata,85,M,3,6,15,3,3,489,516,27,543
Waitemata,85,F,12,15,30,3,3,714,771,33,804
Waitemata,85,Total,15,21,45,3,3,"1,200","1,287",60,"1,350"
Waitemata,86,M,6,6,18,3,3,438,474,24,498
Waitemata,86,F,9,15,27,3,3,627,681,33,717
Waitemata,86,Total,15,24,42,3,3,"1,065","1,152",60,"1,215"
Waitemata,87,M,3,3,9,3,3,393,420,30,450
Waitemata,87,F,12,9,21,3,6,597,645,30,675
Waitemata,87,Total,18,9,30,6,9,990,"1,065",60,"1,125"
Waitemata,88,M,3,3,9,3,3,285,309,24,333
Waitemata,88,F,3,9,18,3,3,543,570,33,603
Waitemata,88,Total,9,9,24,3,3,828,882,54,936
Waitemata,89,M,3,3,6,3,3,252,267,12,282
Waitemata,89,F,3,3,9,3,9,456,486,30,513
Waitemata,89,Total,3,9,18,3,9,708,753,42,792
Waitemata,90,M,3,3,3,3,3,198,207,6,213
Waitemata,90,F,3,6,9,3,3,447,465,27,492
Waitemata,90,Total,3,6,12,3,3,645,675,33,705
Waitemata,91,M,3,3,3,3,3,147,150,6,156
Waitemata,91,F,3,3,6,3,3,351,360,15,375
Waitemata,91,Total,3,3,6,3,3,498,510,24,534
Waitemata,92,M,3,3,6,3,3,135,147,9,156
Waitemata,92,F,3,3,6,3,3,300,315,15,333
Waitemata,92,Total,6,3,12,3,3,438,465,24,489
Waitemata,93,M,3,3,3,3,3,84,93,6,99
Waitemata,93,F,3,3,3,3,3,198,210,9,216
Waitemata,93,Total,6,3,6,3,3,282,300,15,318
Waitemata,94,M,3,3,3,3,3,57,60,3,63
Waitemata,94,F,3,3,3,3,3,144,150,3,153
Waitemata,94,Total,3,3,3,3,3,204,213,3,213
Waitemata,95,M,3,3,3,3,3,33,33,3,36
Waitemata,95,F,3,3,3,3,3,102,105,3,111
Waitemata,95,Total,3,3,3,3,3,135,138,6,144
Waitemata,96,M,3,3,3,3,3,36,36,3,39
Waitemata,96,F,3,3,3,3,3,99,105,3,111
Waitemata,96,Total,3,3,3,3,3,132,141,6,150
Waitemata,97,M,3,3,3,3,3,18,24,3,24
Waitemata,97,F,3,3,3,3,3,75,78,3,84
Waitemata,97,Total,3,3,3,3,3,96,102,3,105
Waitemata,98,M,3,3,3,3,3,12,12,3,15
Waitemata,98,F,3,3,3,3,3,39,45,3,48
Waitemata,98,Total,3,3,3,3,3,54,57,3,63
Waitemata,99,M,3,3,3,3,3,9,9,3,9
Waitemata,99,F,3,3,3,3,3,27,27,3,24
Waitemata,99,Total,3,3,3,3,3,36,33,3,36
Waitemata,100,M,3,3,3,3,3,6,9,3,9
Waitemata,100,F,3,3,3,3,3,42,45,6,51
Waitemata,100,Total,3,3,3,3,3,51,54,9,63
Waitemata,Total,M,"22,494","16,491","41,844","4,143","3,738","151,647","240,357","14,517","254,874"
Waitemata,Total,F,"23,808","17,079","46,389","4,272","2,709","162,189","256,449","14,232","270,684"
Waitemata,Total,Total,"46,302","33,570","88,233","8,415","6,447","313,836","496,806","28,749","525,555"
Auckland,0,M,345,432,831,78,27,"1,149","2,856",165,"3,024"
Auckland,0,F,309,438,744,99,27,"1,059","2,673",171,"2,844"
Auckland,0,Total,651,867,"1,572",174,57,"2,208","5,529",336,"5,865"
Auckland,1,M,333,468,672,72,30,"1,083","2,655",162,"2,817"
Auckland,1,F,306,417,675,90,27,"1,059","2,571",162,"2,733"
Auckland,1,Total,639,879,"1,347",162,54,"2,139","5,223",324,"5,547"
Auckland,2,M,318,474,651,75,30,"1,158","2,703",141,"2,847"
Auckland,2,F,294,492,645,69,21,"1,077","2,595",162,"2,757"
Auckland,2,Total,609,963,"1,299",141,54,"2,232","5,298",306,"5,604"
Auckland,3,M,339,492,663,75,33,"1,098","2,700",144,"2,841"
Auckland,3,F,339,450,609,81,30,"1,056","2,562",135,"2,697"
Auckland,3,Total,678,939,"1,275",156,60,"2,154","5,262",279,"5,541"
Auckland,4,M,309,471,663,75,33,"1,140","2,691",150,"2,838"
Auckland,4,F,330,450,591,54,21,"1,089","2,538",135,"2,673"
Auckland,4,Total,639,921,"1,257",129,54,"2,229","5,229",285,"5,514"
Auckland,5,M,324,486,669,75,21,"1,161","2,730",156,"2,886"
Auckland,5,F,288,459,636,69,24,"1,086","2,559",144,"2,703"
Auckland,5,Total,612,942,"1,302",141,42,"2,244","5,286",303,"5,589"
Auckland,6,M,333,432,621,75,21,"1,089","2,577",144,"2,718"
Auckland,6,F,309,438,567,69,21,"1,107","2,514",153,"2,667"
Auckland,6,Total,645,873,"1,191",141,42,"2,196","5,088",300,"5,388"
Auckland,7,M,279,429,561,60,30,"1,071","2,433",135,"2,565"
Auckland,7,F,309,438,549,54,30,"1,029","2,403",153,"2,559"
Auckland,7,Total,588,867,"1,110",117,60,"2,097","4,836",288,"5,124"
Auckland,8,M,288,450,594,51,15,"1,053","2,454",123,"2,577"
Auckland,8,F,264,393,546,42,21,"1,026","2,292",117,"2,406"
Auckland,8,Total,552,843,"1,140",96,39,"2,079","4,749",237,"4,986"
Auckland,9,M,249,420,522,57,15,"1,047","2,313",132,"2,445"
Auckland,9,F,264,441,531,54,30,981,"2,301",129,"2,430"
Auckland,9,Total,513,861,"1,056",111,45,"2,031","4,614",264,"4,875"
Auckland,10,M,285,444,600,57,24,"1,023","2,436",123,"2,559"
Auckland,10,F,261,414,543,45,15,954,"2,232",120,"2,352"
Auckland,10,Total,546,858,"1,146",102,39,"1,977","4,665",243,"4,911"
Auckland,11,M,258,411,504,51,12,"1,011","2,241",123,"2,364"
Auckland,11,F,258,438,543,51,12,996,"2,295",120,"2,418"
Auckland,11,Total,516,849,"1,044",99,27,"2,007","4,536",243,"4,782"
Auckland,12,M,294,462,636,63,18,"1,032","2,502",150,"2,649"
Auckland,12,F,267,465,618,60,15,897,"2,322",123,"2,445"
Auckland,12,Total,558,927,"1,257",126,33,"1,929","4,824",273,"5,097"
Auckland,13,M,285,423,657,45,18,"1,029","2,463",147,"2,607"
Auckland,13,F,243,429,603,45,15,978,"2,316",165,"2,481"
Auckland,13,Total,528,855,"1,263",90,36,"2,010","4,779",309,"5,091"
Auckland,14,M,294,444,657,63,18,"1,050","2,523",147,"2,673"
Auckland,14,F,252,438,594,51,12,945,"2,292",123,"2,415"
Auckland,14,Total,546,882,"1,251",114,30,"1,995","4,815",270,"5,088"
Auckland,15,M,276,468,735,63,15,"1,056","2,607",141,"2,748"
Auckland,15,F,267,432,669,45,12,"1,008","2,424",168,"2,589"
Auckland,15,Total,540,897,"1,404",105,21,"2,061","5,031",309,"5,337"
Auckland,16,M,306,438,753,60,18,984,"2,559",135,"2,694"
Auckland,16,F,246,423,741,60,15,927,"2,415",144,"2,559"
Auckland,16,Total,555,864,"1,494",117,30,"1,911","4,971",279,"5,253"
Auckland,17,M,327,435,858,66,12,"1,041","2,742",162,"2,904"
Auckland,17,F,264,447,831,54,9,"1,005","2,607",150,"2,757"
Auckland,17,Total,594,882,"1,686",123,21,"2,043","5,349",312,"5,661"
Auckland,18,M,297,426,996,72,15,"1,110","2,916",204,"3,123"
Auckland,18,F,372,483,999,54,12,"1,236","3,156",201,"3,354"
Auckland,18,Total,669,909,"1,995",129,30,"2,343","6,072",405,"6,480"
Auckland,19,M,324,432,"1,266",75,30,"1,257","3,384",240,"3,624"
Auckland,19,F,363,471,"1,149",87,12,"1,311","3,393",264,"3,660"
Auckland,19,Total,687,906,"2,412",165,42,"2,568","6,780",507,"7,284"
Auckland,20,M,324,423,"1,356",84,18,"1,176","3,375",291,"3,666"
Auckland,20,F,315,480,"1,320",81,18,"1,272","3,489",288,"3,774"
Auckland,20,Total,636,903,"2,676",165,36,"2,451","6,861",576,"7,440"
Auckland,21,M,318,396,"1,383",81,27,"1,287","3,495",306,"3,804"
Auckland,21,F,321,465,"1,287",81,24,"1,419","3,603",306,"3,909"
Auckland,21,Total,639,864,"2,670",162,54,"2,706","7,098",612,"7,710"
Auckland,22,M,312,411,"1,527",102,27,"1,395","3,774",342,"4,116"
Auckland,22,F,387,480,"1,371",87,18,"1,584","3,930",318,"4,251"
Auckland,22,Total,696,891,"2,898",192,45,"2,979","7,704",660,"8,367"
Auckland,23,M,276,369,"1,563",135,42,"1,449","3,834",339,"4,170"
Auckland,23,F,342,387,"1,341",114,21,"1,629","3,840",330,"4,170"
Auckland,23,Total,621,756,"2,907",249,63,"3,081","7,671",666,"8,337"
Auckland,24,M,276,324,"1,530",135,42,"1,530","3,837",336,"4,173"
Auckland,24,F,345,399,"1,374",102,27,"1,695","3,948",330,"4,275"
Auckland,24,Total,621,723,"2,907",237,72,"3,222","7,782",663,"8,445"
Auckland,25,M,234,312,"1,359",123,39,"1,569","3,633",345,"3,978"
Auckland,25,F,282,387,"1,362",108,21,"1,608","3,768",339,"4,104"
Auckland,25,Total,519,696,"2,721",231,63,"3,174","7,401",681,"8,082"
Auckland,26,M,255,270,"1,356",135,39,"1,551","3,606",315,"3,924"
Auckland,26,F,246,324,"1,317",105,24,"1,614","3,633",306,"3,939"
Auckland,26,Total,504,597,"2,673",240,63,"3,168","7,242",621,"7,863"
Auckland,27,M,216,315,"1,293",132,36,"1,452","3,447",273,"3,723"
Auckland,27,F,273,321,"1,419",123,33,"1,569","3,732",291,"4,020"
Auckland,27,Total,489,639,"2,712",252,69,"3,021","7,179",564,"7,740"
Auckland,28,M,198,282,"1,347",162,36,"1,425","3,450",330,"3,780"
Auckland,28,F,237,336,"1,452",141,18,"1,590","3,771",282,"4,056"
Auckland,28,Total,435,618,"2,799",306,54,"3,015","7,224",612,"7,833"
Auckland,29,M,189,300,"1,398",138,36,"1,386","3,447",282,"3,732"
Auckland,29,F,249,327,"1,491",111,18,"1,509","3,702",264,"3,966"
Auckland,29,Total,435,627,"2,889",249,54,"2,892","7,149",549,"7,695"
Auckland,30,M,222,279,"1,347",150,42,"1,488","3,528",291,"3,819"
Auckland,30,F,228,300,"1,461",147,30,"1,554","3,717",291,"4,005"
Auckland,30,Total,450,576,"2,808",300,69,"3,039","7,245",579,"7,827"
Auckland,31,M,201,285,"1,167",162,33,"1,428","3,276",267,"3,540"
Auckland,31,F,210,309,"1,299",141,18,"1,554","3,534",228,"3,762"
Auckland,31,Total,411,591,"2,466",309,48,"2,982","6,807",495,"7,302"
Auckland,32,M,177,312,"1,026",114,39,"1,500","3,168",264,"3,429"
Auckland,32,F,216,306,"1,116",132,24,"1,455","3,249",258,"3,510"
Auckland,32,Total,390,618,"2,142",249,63,"2,955","6,414",522,"6,936"
Auckland,33,M,207,276,"1,065",123,42,"1,482","3,192",204,"3,396"
Auckland,33,F,231,354,"1,128",108,18,"1,590","3,426",225,"3,651"
Auckland,33,Total,438,627,"2,193",228,63,"3,069","6,618",429,"7,047"
Auckland,34,M,186,270,927,99,33,"1,404","2,919",219,"3,138"
Auckland,34,F,219,324,"1,020",93,18,"1,506","3,177",198,"3,378"
Auckland,34,Total,405,594,"1,944",192,54,"2,907","6,099",417,"6,516"
Auckland,35,M,192,261,822,105,45,"1,359","2,781",201,"2,982"
Auckland,35,F,234,309,918,105,30,"1,515","3,111",195,"3,306"
Auckland,35,Total,426,567,"1,740",210,75,"2,874","5,892",396,"6,288"
Auckland,36,M,183,261,765,93,42,"1,488","2,835",195,"3,030"
Auckland,36,F,225,312,876,81,18,"1,563","3,081",174,"3,255"
Auckland,36,Total,411,573,"1,644",177,60,"3,051","5,916",369,"6,282"
Auckland,37,M,216,252,714,90,33,"1,443","2,748",186,"2,931"
Auckland,37,F,213,306,870,78,30,"1,560","3,054",159,"3,210"
Auckland,37,Total,426,555,"1,584",165,66,"3,003","5,802",345,"6,144"
Auckland,38,M,201,276,672,75,36,"1,494","2,760",180,"2,940"
Auckland,38,F,234,279,834,96,27,"1,671","3,147",186,"3,333"
Auckland,38,Total,438,558,"1,506",171,66,"3,168","5,907",366,"6,273"
Auckland,39,M,201,273,684,81,42,"1,521","2,802",165,"2,964"
Auckland,39,F,210,300,837,72,27,"1,647","3,093",156,"3,252"
Auckland,39,Total,411,573,"1,524",153,69,"3,165","5,892",321,"6,216"
Auckland,40,M,237,291,684,84,39,"1,572","2,910",192,"3,102"
Auckland,40,F,228,294,870,69,30,"1,713","3,207",165,"3,372"
Auckland,40,Total,468,588,"1,554",153,72,"3,285","6,117",360,"6,477"
Auckland,41,M,240,282,654,78,54,"1,665","2,970",192,"3,162"
Auckland,41,F,246,327,897,60,27,"1,779","3,330",165,"3,492"
Auckland,41,Total,480,606,"1,551",138,81,"3,444","6,300",357,"6,657"
Auckland,42,M,198,276,660,66,42,"1,587","2,832",171,"3,006"
Auckland,42,F,240,300,918,63,21,"1,701","3,249",204,"3,456"
Auckland,42,Total,438,579,"1,581",129,63,"3,291","6,081",381,"6,459"
Auckland,43,M,171,267,624,57,36,"1,596","2,754",171,"2,925"
Auckland,43,F,216,309,888,63,30,"1,605","3,111",153,"3,267"
Auckland,43,Total,387,576,"1,512",120,69,"3,204","5,865",327,"6,192"
Auckland,44,M,174,279,690,60,57,"1,512","2,772",195,"2,964"
Auckland,44,F,216,345,972,51,24,"1,530","3,138",174,"3,315"
Auckland,44,Total,393,627,"1,662",108,81,"3,042","5,913",369,"6,279"
Auckland,45,M,192,297,624,57,42,"1,515","2,724",156,"2,883"
Auckland,45,F,225,348,867,54,9,"1,557","3,063",168,"3,231"
Auckland,45,Total,414,648,"1,491",114,51,"3,072","5,790",324,"6,114"
Auckland,46,M,198,279,630,57,39,"1,545","2,748",171,"2,919"
Auckland,46,F,189,354,771,48,33,"1,497","2,886",180,"3,066"
Auckland,46,Total,387,633,"1,398",108,72,"3,042","5,637",351,"5,985"
Auckland,47,M,189,297,705,54,33,"1,455","2,733",159,"2,892"
Auckland,47,F,195,312,885,63,24,"1,563","3,042",168,"3,213"
Auckland,47,Total,387,609,"1,593",117,57,"3,015","5,775",330,"6,105"
Auckland,48,M,159,270,669,57,42,"1,575","2,772",153,"2,928"
Auckland,48,F,183,297,864,45,24,"1,563","2,973",189,"3,162"
Auckland,48,Total,339,564,"1,536",102,66,"3,138","5,745",342,"6,087"
Auckland,49,M,192,261,732,54,45,"1,560","2,844",168,"3,012"
Auckland,49,F,177,294,897,48,18,"1,560","2,997",180,"3,174"
Auckland,49,Total,372,555,"1,629",105,63,"3,120","5,841",345,"6,189"
Auckland,50,M,186,246,720,60,33,"1,491","2,736",156,"2,892"
Auckland,50,F,255,279,846,45,21,"1,608","3,054",141,"3,192"
Auckland,50,Total,441,528,"1,563",105,54,"3,096","5,787",297,"6,084"
Auckland,51,M,183,225,591,54,45,"1,560","2,661",168,"2,829"
Auckland,51,F,219,276,732,33,30,"1,599","2,886",165,"3,051"
Auckland,51,Total,405,501,"1,323",84,75,"3,162","5,547",333,"5,880"
Auckland,52,M,180,240,588,39,39,"1,527","2,610",183,"2,796"
Auckland,52,F,195,270,690,33,33,"1,497","2,715",168,"2,880"
Auckland,52,Total,375,510,"1,275",72,69,"3,021","5,328",351,"5,676"
Auckland,53,M,132,231,525,39,45,"1,341","2,313",177,"2,490"
Auckland,53,F,183,240,681,42,30,"1,434","2,610",156,"2,769"
Auckland,53,Total,318,471,"1,209",81,72,"2,775","4,926",333,"5,256"
Auckland,54,M,162,207,531,39,39,"1,395","2,376",168,"2,544"
Auckland,54,F,174,240,627,36,30,"1,455","2,562",138,"2,703"
Auckland,54,Total,336,450,"1,158",75,72,"2,850","4,941",306,"5,247"
Auckland,55,M,135,195,570,30,45,"1,437","2,415",135,"2,553"
Auckland,55,F,174,243,597,24,33,"1,443","2,514",144,"2,658"
Auckland,55,Total,309,441,"1,167",54,78,"2,880","4,929",282,"5,208"
Auckland,56,M,144,177,483,27,42,"1,386","2,259",132,"2,394"
Auckland,56,F,159,207,570,21,24,"1,338","2,316",162,"2,481"
Auckland,56,Total,303,384,"1,053",48,66,"2,724","4,575",294,"4,872"
Auckland,57,M,114,180,471,33,30,"1,275","2,100",123,"2,223"
Auckland,57,F,132,189,606,33,33,"1,377","2,376",129,"2,502"
Auckland,57,Total,246,372,"1,080",63,63,"2,652","4,476",246,"4,725"
Auckland,58,M,126,207,441,24,27,"1,239","2,061",138,"2,199"
Auckland,58,F,132,195,558,27,18,"1,353","2,286",132,"2,415"
Auckland,58,Total,258,402,"1,002",51,45,"2,595","4,347",267,"4,614"
Auckland,59,M,117,189,417,24,30,"1,242","2,019",126,"2,148"
Auckland,59,F,147,192,465,12,21,"1,320","2,163",126,"2,286"
Auckland,59,Total,261,378,885,39,54,"2,565","4,182",252,"4,434"
Auckland,60,M,105,165,408,36,42,"1,218","1,971",132,"2,103"
Auckland,60,F,135,195,489,24,21,"1,254","2,112",117,"2,229"
Auckland,60,Total,240,360,894,57,66,"2,469","4,083",246,"4,332"
Auckland,61,M,102,150,366,24,27,"1,236","1,908",111,"2,019"
Auckland,61,F,96,168,378,15,18,"1,266","1,938",102,"2,037"
Auckland,61,Total,198,318,744,39,45,"2,502","3,846",213,"4,059"
